"geo","gender","provider_status","time_use","care_type","care_focus","provider_attention","provision_interval","population"
"state04","female","without_children","care","informal","health","passive_elder",20424106.9233276,1495900.71055134
"state19","female","without_children","care","informal","health","passive_elder",7987103.654138,983065.056885289
"state28","female","without_children","care","informal","health","active",12136020.9934457,652555.289871483
"state38","female","without_children","care","informal","health","active",3771126.25160598,183126.273651553
"state16","female","without_children","care","informal","health","passive_elder",15537960.9451844,391421.593399705
"state34","female","without_children","care","informal","health","passive_elder",22126744.7672939,2181055.02868006
"state51","female","without_children","care","informal","health","passive_elder",30992187.9954606,2389447.68455366
"state49","female","without_children","care","informal","health","passive_elder",2280272.06539146,769385.46216823
"state33","female","without_children","care","informal","health","active",2563628.20642606,427480.068544814
"state15","female","without_children","care","informal","health","active",3393770.97695646,209091.759828679
"state44","female","without_children","care","informal","health","active",1902513.07408519,332978.156348995
"state25","female","without_children","care","informal","health","passive_elder",14115686.6038784,1661594.89653927
"state08","female","without_children","care","informal","health","passive_elder",9324777.42424368,1407373.4986656
"state31","female","without_children","care","informal","health","active",21104228.4770694,600599.61906775
"state02","female","without_children","care","informal","health","active",1492443.76927687,74384.2162137989
"state27","female","without_children","care","informal","health","passive_elder",12722578.7994339,1509773.51353403
"state46","female","without_children","care","informal","health","passive_elder",3486255.32475639,171896.813859785
"state46","female","without_children","care","informal","health","active",2262086.82125181,171896.813859785
"state10","female","without_children","care","informal","health","active",3831776.03634471,301945.717280357
"state11","female","without_children","care","informal","health","active",1025759.11406037,261831.366961667
