"activity_id","geo_level","provider_attention","provision_interval","population"
"kitchen-and-food-clean-up","state18","active",54174158.9904068,1422575.58155871
"kitchen-and-food-clean-up","state28","active",20249802.4535814,442766.401259965
"kitchen-and-food-clean-up","state49","active",23438701.5672613,673486.436964413
"kitchen-and-food-clean-up","state35","active",12597629.032183,341992.848060605
"kitchen-and-food-clean-up","state42","active",93216052.1028671,2731209.41777166
"kitchen-and-food-clean-up","state53","active",51300095.3949599,1636339.74804875
"kitchen-and-food-clean-up","state27","active",45630056.3933155,1299593.90943132
"kitchen-and-food-clean-up","state29","active",42568408.4798908,1197911.58422081
"kitchen-and-food-clean-up","state45","active",30645856.1680666,1029153.94310964
"kitchen-and-food-clean-up","state22","active",21618953.3479681,669222.133024513
"kitchen-and-food-clean-up","state40","active",21131140.1728056,564631.23676852
"kitchen-and-food-clean-up","state01","active",21805451.2969903,684774.31233294
"kitchen-and-food-clean-up","state32","active",12420984.049657,397860.504658914
"kitchen-and-food-clean-up","state25","active",49929824.8049328,1737875.6874104
"kitchen-and-food-clean-up","state44","active",3781016.27513158,122746.062228279
"kitchen-and-food-clean-up","state16","active",13545976.9294989,380662.12649694
"kitchen-and-food-clean-up","state02","active",4393951.76912396,107194.748216716
"kitchen-and-food-clean-up","state04","active",44058792.681619,1241982.25088639
"kitchen-and-food-clean-up","state41","active",37023537.741756,1030440.08463584
"kitchen-and-food-clean-up","state05","active",16057584.0617338,550893.827102942
"kitchen-and-food-clean-up","state50","active",5448676.5364687,143228.464702239
"kitchen-and-food-clean-up","state10","active",7603276.72695698,230920.260772325
"kitchen-and-food-clean-up","state30","active",6200384.35505168,195518.253090922
"kitchen-and-food-clean-up","state23","active",12038222.5444791,390464.516363022
"kitchen-and-food-clean-up","state33","active",8153209.03298704,277361.344496625
"kitchen-and-food-clean-up","state15","active",6526710.08847714,175929.933621401
"kitchen-and-food-clean-up","state11","active",6573481.44459699,196990.504246968
"kitchen-and-food-clean-up","state38","active",5630687.56880919,141759.312539528
"kitchen-and-food-clean-up","state46","active",6550347.73020258,201074.651998823
"laundry","state55","active",58540222.5036171,940914.214170659
"laundry","state01","active",42711518.6313108,658490.331332975
"laundry","state09","active",20486265.9943523,353202.994446116
"laundry","state50","active",4980096.69197073,98104.380784903
"laundry","state21","active",48658937.8244591,676028.879274087
"laundry","state48","active",263459639.369537,3577638.55836918
"laundry","state51","active",70643043.9275712,1142540.76943008
"laundry","state45","active",43167985.5120623,728253.716950942
"laundry","state08","active",37784540.0994496,636579.9078291
"laundry","state31","active",21752965.2518871,314120.663940648
"laundry","state19","active",33774926.1713848,468687.853377133
"laundry","state24","active",57700594.1414353,873510.288870876
"laundry","state47","active",57232719.8377898,897267.122929255
"laundry","state06","active",254908821.879072,3561653.57379318
"laundry","state54","active",29179533.3559829,370940.221780676
"laundry","state17","active",106187912.097903,1607277.62710971
"laundry","state56","active",4926448.96052793,81121.4695538663
"laundry","state04","active",63563212.4077897,918494.477880253
"laundry","state37","active",73374561.7761071,1155342.75063151
"laundry","state13","active",95097401.9039969,1358436.04724838
"laundry","state29","active",53147631.9373879,860905.093439388
"laundry","state20","active",31095498.5903771,497652.530213552
"laundry","state22","active",37809913.0365723,536539.444830397
"laundry","state28","active",28544969.6083008,423111.189921332
"laundry","state26","active",80791646.3169616,1418657.78984316
"laundry","state25","active",55823709.0913718,901022.538057024
"laundry","state42","active",140552642.242617,1875742.61696003
"laundry","state34","active",82294985.8824237,1225785.94784536
"laundry","state53","active",57668228.7464506,1072152.45445785
"laundry","state27","active",56455958.3972419,818858.756828735
"laundry","state18","active",72558151.6580596,1155387.86341312
"laundry","state40","active",28384393.3934603,426536.988288398
"laundry","state39","active",126841805.140653,1856245.15649455
"laundry","state36","active",149042807.501397,2119761.99080328
"laundry","state49","active",28930796.2316437,380571.584827658
"laundry","state12","active",141410405.675469,2163172.62657775
"laundry","state38","active",2456971.44940285,65454.6585800049
"laundry","state41","active",30477495.2321595,578485.048817494
"laundry","state30","active",6272093.88603121,102477.039587899
"laundry","state23","active",18668940.843865,202932.677761781
"laundry","state05","active",34559353.75308,456564.475029361
"laundry","state33","active",10601036.2446934,187164.361172311
"laundry","state32","active",23500652.9440721,307102.878935784
"laundry","state16","active",16609471.2282537,206086.498278272
"laundry","state35","active",16215251.6760392,224315.332715664
"laundry","state44","active",5172653.19917576,94396.8836026307
"laundry","state15","active",11778764.939349,169328.845103545
"laundry","state02","active",3524028.17555342,54615.5953473901
"laundry","state11","active",3721537.9216324,62900.9753603123
"laundry","state46","active",6647606.71743644,100432.503549929
"laundry","state10","active",8114680.37314966,116839.329091788
"lawn-and-garden","state55","active",5173517.29630714,46113.8349834077
"lawn-and-garden","state48","active",15597570.1118831,182510.650333679
"lawn-and-garden","state36","active",31077410.4062068,125827.55090147
"lawn-and-garden","state12","active",16145506.5541834,150703.549693034
"lawn-and-garden","state06","active",9609088.96673913,139608.673041306
"lawn-and-garden","state39","active",10044389.2267227,89267.949464206
"lawn-and-garden","state01","active",4795339.16237084,42827.5005938115
"lawn-and-garden","state47","active",7284374.88502754,58574.4630822
"lawn-and-garden","state27","active",5948100.5449331,47511.1951600844
"lawn-and-garden","state42","active",5900956.69769087,79381.7211212904
"lawn-and-garden","state20","active",3896688.611829,38587.6126279321
"lawn-and-garden","state37","active",6925304.42895768,78451.1019401529
"lawn-and-garden","state35","active",3772888.22615974,15037.0459263277
"lawn-and-garden","state49","active",612912.421903151,12554.9735872186
"lawn-and-garden","state21","active",6181271.69503686,41854.3424410192
"lawn-and-garden","state53","active",11297349.578863,100802.85075222
"lawn-and-garden","state13","active",5774441.73468483,74017.0474432011
"lawn-and-garden","state45","active",3690045.52261887,23992.3751803896
"lawn-and-garden","state08","active",1841361.99600328,27317.1937874373
"lawn-and-garden","state04","active",5949160.21837391,65890.2414018077
"lawn-and-garden","state26","active",7455163.88958338,64579.6236339403
"lawn-and-garden","state18","active",4596157.65705094,43786.5416151233
"lawn-and-garden","state40","active",3939760.53222621,54473.4109282575
"lawn-and-garden","state19","active",5074776.4958089,63922.8698163671
"lawn-and-garden","state32","active",3108762.60319458,20020.5496727858
"lawn-and-garden","state41","active",5793792.93320844,29173.8281592614
"lawn-and-garden","state34","active",3991692.97663274,31801.803730451
"lawn-and-garden","state25","active",3391762.57370587,33145.377732349
"lawn-and-garden","state50","active",75717.4974057973,5517.59573999233
"lawn-and-garden","state17","active",7588802.06715417,72927.0242589047
"lawn-and-garden","state22","active",6893327.58272246,43567.3929681205
"lawn-and-garden","state54","active",3100735.49271277,47132.9797073233
"lawn-and-garden","state31","active",5329624.02938488,27129.2593801501
"lawn-and-garden","state46","active",1622061.4613881,11955.8790841441
"lawn-and-garden","state05","active",1470445.40601852,14839.9316773381
"lawn-and-garden","state28","active",7530844.9055515,28306.2218889863
"lawn-and-garden","state33","active",1918496.86473205,20448.3429610959
"lawn-and-garden","state24","active",3627723.13520408,27473.103894863
"lawn-and-garden","state09","active",3186974.75820107,22419.7320619222
"lawn-and-garden","state30","active",2964855.98102433,29502.0415296389
"lawn-and-garden","state16","active",1942829.07550315,17958.9205567786
"lawn-and-garden","state51","active",4340482.26757129,40052.67774532
"lawn-and-garden","state29","active",4079774.19451344,30148.1131277288
"lawn-and-garden","state38","active",3121937.86823831,15876.5924467863
"lawn-and-garden","state44","active",1180562.76958235,9111.36256201973
"lawn-and-garden","state23","active",734857.155254751,13987.4105997819
"lawn-and-garden","state56","active",851559.022808427,6550.45402160329
